species	tissue_class	tissue_type	cell_name	marker	symbol	marker_source
Mouse	Undefined	Undefined	Lymphoid cell	CD160		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD161b		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD161c		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD182		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD183		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD196		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD1d		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD2		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD31		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD314		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD319		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD335		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD34		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD4		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD43		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD44		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD45		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD45RA		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD45RO		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD49b		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD57		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD69		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD8		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD87		Company
Mouse	Undefined	Undefined	Lymphoid cell	CD96		Company
Mouse	Undefined	Undefined	Lymphoid cell	KLRG1		Company
Mouse	Undefined	Undefined	Lymphoid cell	MHC class II		Company
Mouse	Undefined	Undefined	Lymphoid cell	ROR gamma T		Company
Mouse	Undefined	Undefined	Lymphoid cell	ST2		Company
Mouse	Undefined	Undefined	Lymphoid-primed multipotent progenitor cell(LMPP)	CD34		Company
Mouse	Undefined	Undefined	M1 macrophage	CD14		Company
Mouse	Undefined	Undefined	M1 macrophage	CD204		Company
Mouse	Undefined	Undefined	M1 macrophage	CD369		Company
Mouse	Undefined	Undefined	M1 macrophage	CD68		Company
Mouse	Undefined	Undefined	M1 macrophage	CD80		Company
Mouse	Undefined	Undefined	M1 macrophage	CD86		Company
Mouse	Undefined	Undefined	M1 macrophage	IRF5		Company
Mouse	Undefined	Undefined	M1 macrophage	Ly6C		Company
Mouse	Undefined	Undefined	M1 macrophage	MerTK		Company
Mouse	Undefined	Undefined	M1 macrophage	MHC class II		Company
Mouse	Undefined	Undefined	M1 macrophage	NOS2		Company
Mouse	Undefined	Undefined	M1 macrophage	STAT1		Company
Mouse	Undefined	Undefined	M2 macrophage	CD14		Company
Mouse	Undefined	Undefined	M2 macrophage	CD163		Company
Mouse	Undefined	Undefined	M2 macrophage	CD204		Company
Mouse	Undefined	Undefined	M2 macrophage	CSF1R		Company
Mouse	Undefined	Undefined	M2 macrophage	Fc-epsilon RI-alpha		Company
Mouse	Undefined	Undefined	M2 macrophage	IRF4		Company
Mouse	Undefined	Undefined	M2 macrophage	Ly6C		Company
Mouse	Undefined	Undefined	Macrophage	CD45		Company
Mouse	Undefined	Undefined	Macrophage	MerTK		Company
Mouse	Undefined	Undefined	Macrophage	CD107		Company
Mouse	Undefined	Undefined	Macrophage	CD11b		Company
Mouse	Undefined	Undefined	Macrophage	CD282		Company
Mouse	Undefined	Undefined	Macrophage	CD284		Company
Mouse	Undefined	Undefined	Macrophage	CD40		Company
Mouse	Undefined	Undefined	Macrophage	CD68		Company
Mouse	Undefined	Undefined	Macrophage	Galectin-3		Company
Mouse	Undefined	Undefined	Macrophage	GITRL		Company
Mouse	Undefined	Undefined	Macrophage	GPNMB		Company
Mouse	Undefined	Undefined	Macrophage	Ly6G		Company
Mouse	Undefined	Undefined	Macrophage	MHC Class II		Company
Mouse	Undefined	Undefined	Marginal zone B cell	CD180		Company
Mouse	Undefined	Undefined	Marginal zone B cell	CD24		Company
Mouse	Undefined	Undefined	Marginal zone B cell	CD363		Company
Mouse	Undefined	Undefined	Marginal zone B cell	CD5		Company
Mouse	Undefined	Undefined	Marginal zone B cell	CD81		Company
Mouse	Undefined	Undefined	Marginal zone B cell	CD9		Company
Mouse	Undefined	Undefined	Marginal zone B cell	EBF1		Company
Mouse	Undefined	Undefined	Marginal zone B cell	FcRL3		Company
Mouse	Undefined	Undefined	Marginal zone B cell	Notch 2		Company
Mouse	Undefined	Undefined	Mast cell	Integrin beta-7		Company
Mouse	Undefined	Undefined	Mast cell	CD45		Company
Mouse	Undefined	Undefined	Mast cell	Fc-epsilon RI-alpha		Company
Mouse	Undefined	Undefined	Mast cell	CD24		Company
Mouse	Undefined	Undefined	Mast cell	CD43		Company
Mouse	Undefined	Undefined	Mast cell	CD9		Company
Mouse	Undefined	Undefined	Mast cell	IL-33R		Company
Mouse	Undefined	Undefined	Megakaryocyte	CD42b		Company
Mouse	Undefined	Undefined	Megakaryocyte	CD9		Company
Mouse	Undefined	Undefined	Megakaryocyte	CXCR4		Company
Mouse	Undefined	Undefined	Megakaryocyte	CD151		Company
Mouse	Undefined	Undefined	Megakaryocyte	CD31		Company
Mouse	Undefined	Undefined	Megakaryocyte	CD93		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD194		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD31		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD34		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD42b		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD43		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD44		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD49b		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD62		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD84		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD9		Company
Mouse	Undefined	Undefined	Megakaryocyte erythroid cell	CD93		Company
Mouse	Undefined	Undefined	Megakaryocyte-erythroid progenitor	CD34		Company
Mouse	Undefined	Undefined	Memory B cell	CD267		Company
Mouse	Undefined	Undefined	Memory B cell	CD269		Company
Mouse	Undefined	Undefined	Memory B cell	CD38		Company
Mouse	Undefined	Undefined	Monocyte	CD11b		Company
Mouse	Undefined	Undefined	Monocyte	CX3CR1		Company
Mouse	Undefined	Undefined	Monocyte	Ly6C		Company
Mouse	Undefined	Undefined	Monocyte	CSF1R		Company
Mouse	Undefined	Undefined	Multipotent progenitor cell	CD34		Company
Mouse	Undefined	Undefined	Multipotent progenitor cell	CD48		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	CCR2		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	CD11b		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	CD1d		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	CD68		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	CD80		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	CXCR1		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	Ly6C		Company
Mouse	Undefined	Undefined	Myeloid-derived suppressor cell	Ly6G		Company
Mouse	Undefined	Undefined	Naive T cell	CD183		Company
Mouse	Undefined	Undefined	Neuron	CD200		Company
Mouse	Undefined	Undefined	Neuron	CD24		Company
Mouse	Undefined	Undefined	Neuron	CD271		Company
Mouse	Undefined	Undefined	Neuron	CD304		Company
Mouse	Undefined	Undefined	Neuron	CD6		Company
Mouse	Undefined	Undefined	Neuron	Nestin		Company
Mouse	Undefined	Undefined	Neutrophil	CD11b		Company
Mouse	Undefined	Undefined	Neutrophil	CXCR4		Company
Mouse	Undefined	Undefined	Neutrophil	Siglec-F		Company
Mouse	Undefined	Undefined	Neutrophil	MHC class II		Company
Mouse	Undefined	Undefined	Neutrophil	CD112		Company
Mouse	Undefined	Undefined	Neutrophil	CD114		Company
Mouse	Undefined	Undefined	Neutrophil	CD17		Company
Mouse	Undefined	Undefined	Neutrophil	CD177		Company
Mouse	Undefined	Undefined	Neutrophil	CD181		Company
Mouse	Undefined	Undefined	Neutrophil	CD24		Company
Mouse	Undefined	Undefined	Neutrophil	CD281		Company
Mouse	Undefined	Undefined	Neutrophil	CD282		Company
Mouse	Undefined	Undefined	Neutrophil	CD284		Company
Mouse	Undefined	Undefined	Neutrophil	CD286		Company
Mouse	Undefined	Undefined	Neutrophil	CD289		Company
Mouse	Undefined	Undefined	Neutrophil	CD43		Company
Mouse	Undefined	Undefined	Neutrophil	CD66b		Company
Mouse	Undefined	Undefined	Neutrophil	CD66d		Company
Mouse	Undefined	Undefined	Neutrophil	CD89		Company
Mouse	Undefined	Undefined	Neutrophil	CD93		Company
Mouse	Undefined	Undefined	Neutrophil	Ly6G		Company
Mouse	Undefined	Undefined	Natural killer cell	CD160		Company
Mouse	Undefined	Undefined	Natural killer cell	CD161b		Company
Mouse	Undefined	Undefined	Natural killer cell	CD161c		Company
Mouse	Undefined	Undefined	Natural killer cell	CD182		Company
Mouse	Undefined	Undefined	Natural killer cell	CD183		Company
Mouse	Undefined	Undefined	Natural killer cell	CD196		Company
Mouse	Undefined	Undefined	Natural killer cell	CD1d		Company
Mouse	Undefined	Undefined	Natural killer cell	CD2		Company
Mouse	Undefined	Undefined	Natural killer cell	CD31		Company
Mouse	Undefined	Undefined	Natural killer cell	CD314		Company
Mouse	Undefined	Undefined	Natural killer cell	CD319		Company
Mouse	Undefined	Undefined	Natural killer cell	CD335		Company
Mouse	Undefined	Undefined	Natural killer cell	CD34		Company
Mouse	Undefined	Undefined	Natural killer cell	CD4		Company
Mouse	Undefined	Undefined	Natural killer cell	CD43		Company
Mouse	Undefined	Undefined	Natural killer cell	CD44		Company
Mouse	Undefined	Undefined	Natural killer cell	CD45		Company
Mouse	Undefined	Undefined	Natural killer cell	CD45RA		Company
Mouse	Undefined	Undefined	Natural killer cell	CD45RO		Company
Mouse	Undefined	Undefined	Natural killer cell	CD49b		Company
Mouse	Undefined	Undefined	Natural killer cell	CD57		Company
Mouse	Undefined	Undefined	Natural killer cell	CD69		Company
Mouse	Undefined	Undefined	Natural killer cell	CD8		Company
Mouse	Undefined	Undefined	Natural killer cell	CD87		Company
Mouse	Undefined	Undefined	Natural killer cell	CD96		Company
Mouse	Undefined	Undefined	Natural killer cell	KLRG1		Company
Mouse	Undefined	Undefined	Natural killer cell	MHC class II		Company
Mouse	Undefined	Undefined	Natural killer cell	ROR gamma T		Company
Mouse	Undefined	Undefined	Natural killer cell	ST2		Company
Mouse	Undefined	Undefined	Natural killer cell	CD11b		Company
Mouse	Undefined	Undefined	Natural killer cell	NKG2D		Company
Mouse	Undefined	Undefined	Natural killer cell	CD226		Company
Mouse	Undefined	Undefined	Natural killer cell	GATA3		Company
Mouse	Undefined	Undefined	Natural killer cell	Ly-49		Company
Mouse	Undefined	Undefined	Natural killer cell	T-bet		Company
Mouse	Undefined	Undefined	Natural killer cell	TIGIT		Company
Mouse	Undefined	Undefined	Natural killer cell	TOX		Company
Mouse	Undefined	Undefined	Plasma cell	CD19		Company
Mouse	Undefined	Undefined	Plasma cell	CD81		Company
Mouse	Undefined	Undefined	Plasma cell	CD9		Company
Mouse	Undefined	Undefined	Plasma cell	IRF4		Company
Mouse	Undefined	Undefined	Plasmacytoid dendritic cell	CD287		Company
Mouse	Undefined	Undefined	Plasmacytoid dendritic cell	CD289		Company
Mouse	Undefined	Undefined	Plasmacytoid dendritic cell	IRF8		Company
Mouse	Undefined	Undefined	Platelet	CD9		Company
Mouse	Undefined	Undefined	Platelet	GPIb		Company
Mouse	Undefined	Undefined	Platelet	GPVI		Company
Mouse	Undefined	Undefined	Platelet	CD151		Company
Mouse	Undefined	Undefined	Platelet	CD42a		Company
Mouse	Undefined	Undefined	Platelet	CD42b		Company
Mouse	Undefined	Undefined	Platelet	CD42c		Company
Mouse	Undefined	Undefined	Platelet	CD43		Company
Mouse	Undefined	Undefined	Platelet	CD44		Company
Mouse	Undefined	Undefined	Platelet	CD47		Company
Mouse	Undefined	Undefined	Platelet	CD49b		Company
Mouse	Undefined	Undefined	Platelet	CD49f		Company
Mouse	Undefined	Undefined	Platelet	CD63		Company
Mouse	Undefined	Undefined	Platelet	CD69		Company
Mouse	Undefined	Undefined	Platelet	CD93		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD39		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD4		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD45		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	IL-10		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	IL-35		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	TGF-beta		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD11b		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD11c		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD13		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD14		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD170		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD19		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD1d		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD207		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD24		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD273		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD282		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD289		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD33		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD34		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD357		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD38		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD39		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD45		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD45RA		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD45RO		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD68		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD80		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD84		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	CD86		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	DCIR2		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	IL-1R-2		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	MHC class II		Company
Mouse	Undefined	Undefined	Specialist antigen presenting cell	TLR7		Company
Mouse	Undefined	Undefined	Stromal cell	CD34		Company
Mouse	Undefined	Undefined	Stromal cell	Podoplanin		Company
Mouse	Undefined	Undefined	Stromal cell	Stro-1		Company
Mouse	Undefined	Undefined	T cell	CD11c		Company
Mouse	Undefined	Undefined	T cell	CD140		Company
Mouse	Undefined	Undefined	T cell	CD160		Company
Mouse	Undefined	Undefined	T cell	CD161b		Company
Mouse	Undefined	Undefined	T cell	CD161c		Company
Mouse	Undefined	Undefined	T cell	CD183		Company
Mouse	Undefined	Undefined	T cell	CD185		Company
Mouse	Undefined	Undefined	T cell	CD193		Company
Mouse	Undefined	Undefined	T cell	CD194		Company
Mouse	Undefined	Undefined	T cell	CD196		Company
Mouse	Undefined	Undefined	T cell	CD1d		Company
Mouse	Undefined	Undefined	T cell	CD2		Company
Mouse	Undefined	Undefined	T cell	CD200		Company
Mouse	Undefined	Undefined	T cell	CD218a		Company
Mouse	Undefined	Undefined	T cell	CD24		Company
Mouse	Undefined	Undefined	T cell	CD294		Company
Mouse	Undefined	Undefined	T cell	CD31		Company
Mouse	Undefined	Undefined	T cell	CD34		Company
Mouse	Undefined	Undefined	T cell	CD357		Company
Mouse	Undefined	Undefined	T cell	CD38		Company
Mouse	Undefined	Undefined	T cell	CD39		Company
Mouse	Undefined	Undefined	T cell	CD4		Company
Mouse	Undefined	Undefined	T cell	CD40		Company
Mouse	Undefined	Undefined	T cell	CD43		Company
Mouse	Undefined	Undefined	T cell	CD44		Company
Mouse	Undefined	Undefined	T cell	CD45		Company
Mouse	Undefined	Undefined	T cell	CD45RA		Company
Mouse	Undefined	Undefined	T cell	CD45RO		Company
Mouse	Undefined	Undefined	T cell	CD49b		Company
Mouse	Undefined	Undefined	T cell	CD5		Company
Mouse	Undefined	Undefined	T cell	CD57		Company
Mouse	Undefined	Undefined	T cell	CD7		Company
Mouse	Undefined	Undefined	T cell	CD8		Company
Mouse	Undefined	Undefined	T cell	CD80		Company
Mouse	Undefined	Undefined	T cell	CD84		Company
Mouse	Undefined	Undefined	T cell	CD87		Company
Mouse	Undefined	Undefined	T cell	NKG2		Company
Mouse	Undefined	Undefined	T cell	CD96		Company
Mouse	Undefined	Undefined	T cell	CDw198		Company
Mouse	Undefined	Undefined	T cell	IL-1R		Company
Mouse	Undefined	Undefined	T cell	IL-1R2		Company
Mouse	Undefined	Undefined	T cell	IL-21R		Company
Mouse	Undefined	Undefined	T cell	IL-9		Company
Mouse	Undefined	Undefined	T cell	ROR gamma T		Company
Mouse	Undefined	Undefined	T cell	TCR alpha/beta		Company
Mouse	Undefined	Undefined	T cell	TCR gamma/delta		Company
Mouse	Undefined	Undefined	Follicular helper (Tfh) T cell	BATF		Company
Mouse	Undefined	Undefined	Follicular helper (Tfh) T cell	Bcl-6		Company
Mouse	Undefined	Undefined	Follicular helper (Tfh) T cell	CD185		Company
Mouse	Undefined	Undefined	Follicular helper (Tfh) T cell	CD278		Company
Mouse	Undefined	Undefined	Follicular helper (Tfh) T cell	CD279		Company
Mouse	Undefined	Undefined	Follicular helper (Tfh) T cell	c-Maf		Company
Mouse	Undefined	Undefined	Follicular helper (Tfh) T cell	IRF4		Company
Mouse	Undefined	Undefined	T helper1 (Th1) cell	CD183		Company
Mouse	Undefined	Undefined	T helper1 (Th1) cell	CD186		Company
Mouse	Undefined	Undefined	T helper1 (Th1) cell	CD191		Company
Mouse	Undefined	Undefined	T helper1 (Th1) cell	CD218a		Company
Mouse	Undefined	Undefined	T helper1 (Th1) cell	CD254		Company
Mouse	Undefined	Undefined	T helper1 (Th1) cell	CD366		Company
Mouse	Undefined	Undefined	T helper1 (Th1) cell	T-bet		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	AHR		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	BATF		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	CD194		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	CD196		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	CD360		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	c-Maf		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	IRF4		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	ROR-alpha		Company
Mouse	Undefined	Undefined	T helper17 (Th17) cell	ROR gamma T		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	BATF		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	CD194		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	CD198		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	CD294		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	CD365		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	GATA3		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	IL-25		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	IL-33R		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	IRF4		Company
Mouse	Undefined	Undefined	T helper2 (Th2) cell	STAT6		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD101		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD137		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD152		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD304		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	CD357		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	FR4		Company
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	TIGIT		Company
Mouse	Undefined	Undefined	T cell	STB1		Experiment
Mouse	Undefined	Undefined	B cell	STB1		Experiment
Mouse	Undefined	Undefined	B cell	B220	Ptprc	Experiment
Mouse	Undefined	Undefined	Natural killer cell	NK1.1	Klrb1c	Experiment
Mouse	Undefined	Undefined	Macrophage	c-Fms		Experiment
Mouse	Undefined	Undefined	Oval cell	alpha fetoprotein		Experiment
Mouse	Undefined	Undefined	Oval cell	Transferrin		Experiment
Mouse	Undefined	Undefined	Oval cell	M(2)-pyruvate kinase		Experiment
Mouse	Undefined	Undefined	Oval cell	Albumin		Experiment
Mouse	Undefined	Undefined	T helper1 (Th1) cell	CD94	Klrd1	Experiment
Mouse	Undefined	Undefined	Regulatory T (Treg) cell	Nrp1	Nrp1	Experiment
Mouse	Undefined	Undefined	Macrophage	Macrophage galactose-type C-type lectin		Experiment
Mouse	Undefined	Undefined	Neural stem cell	Sox2	Sox2	Experiment
Mouse	Undefined	Undefined	Hematopoietic progenitor cell	CD34		Experiment
Mouse	Undefined	Undefined	Hematopoietic stem cell	CD34		Experiment
Mouse	Undefined	Undefined	Neuroendocrine cell	DOPA decarboxylase		Experiment
Mouse	Undefined	Undefined	Progenitor cell	Sca-1	Ly6a	Experiment
Mouse	Undefined	Undefined	Erythroid cell	Endoglin		Experiment
Mouse	Undefined	Undefined	Erythroid cell	E-cadherin		Experiment
Mouse	Undefined	Undefined	Sertoli cell	Vimentin		Experiment
